,cap,dim,rad,mean_cap,center_corr,K,EVD90,PR,P,M,N,layer,seed,model,manifold_type,eps,eps_step,max_iter,clean_accuracy,adv_accuracy,random
0,0.3341900919783466,7.0332379362020205,0.8559169545275277,0.22895366789673516,0.22158043866132152,1,32,11.832563217483024,10,50,2000,5.block4,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
1,0.21846145464118333,9.338683790394226,0.9356724821667547,0.22895366789673516,0.22158043866132152,1,32,11.832563217483024,10,50,2000,5.block4,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
2,0.22608625570363847,9.348483889279539,0.946425802685211,0.22895366789673516,0.22158043866132152,1,32,11.832563217483024,10,50,2000,5.block4,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
3,0.17248586348692757,10.465888843439892,0.9680071341711913,0.22895366789673516,0.22158043866132152,1,32,11.832563217483024,10,50,2000,5.block4,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
4,0.16895676047193312,12.111956205694025,0.9863380261623855,0.22895366789673516,0.22158043866132152,1,32,11.832563217483024,10,50,2000,5.block4,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
5,0.25944366099571,8.341183972452008,0.949261978701168,0.22895366789673516,0.22158043866132152,1,32,11.832563217483024,10,50,2000,5.block4,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
6,0.18856465015251292,9.409138466519988,0.9430987322901181,0.22895366789673516,0.22158043866132152,1,32,11.832563217483024,10,50,2000,5.block4,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
7,0.2977030514251968,7.199757555822152,0.8098646575702496,0.22895366789673516,0.22158043866132152,1,32,11.832563217483024,10,50,2000,5.block4,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
8,0.3830948860562696,6.928772287582135,0.7650789317004841,0.22895366789673516,0.22158043866132152,1,32,11.832563217483024,10,50,2000,5.block4,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
9,0.20657534185537585,9.995295572807308,0.9103457216041234,0.22895366789673516,0.22158043866132152,1,32,11.832563217483024,10,50,2000,5.block4,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
0,0.30880000376186967,4.706366257823849,1.3308525017752355,0.3265091271955884,0.2954483879937066,2,7,6.468637466430664,10,50,10,6.linear,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
1,0.34062357563836465,4.7613422525932805,1.0286097462715964,0.3265091271955884,0.2954483879937066,2,7,6.468637466430664,10,50,10,6.linear,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
2,0.3299775491488102,4.50442095375725,1.0490122544563476,0.3265091271955884,0.2954483879937066,2,7,6.468637466430664,10,50,10,6.linear,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
3,0.2819928761908578,5.2403649110236366,1.2491127208252992,0.3265091271955884,0.2954483879937066,2,7,6.468637466430664,10,50,10,6.linear,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
4,0.3266294472552768,4.818304126768985,1.0382924208700255,0.3265091271955884,0.2954483879937066,2,7,6.468637466430664,10,50,10,6.linear,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
5,0.31209053609367743,4.557106363163126,1.0994587192925593,0.3265091271955884,0.2954483879937066,2,7,6.468637466430664,10,50,10,6.linear,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
6,0.30071218783608306,4.950699742403623,1.0610731247390917,0.3265091271955884,0.2954483879937066,2,7,6.468637466430664,10,50,10,6.linear,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
7,0.40573788248489756,3.656075934392395,0.7923235757329847,0.3265091271955884,0.2954483879937066,2,7,6.468637466430664,10,50,10,6.linear,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
8,0.5252500099601103,3.559724138092388,0.840852435934076,0.3265091271955884,0.2954483879937066,2,7,6.468637466430664,10,50,10,6.linear,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
9,0.25533185030919636,5.3743919132111255,1.1136787473424206,0.3265091271955884,0.2954483879937066,2,7,6.468637466430664,10,50,10,6.linear,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
0,0.08130167877923673,20.557572991690037,1.187738384424718,0.060804913671746647,0.42355837916752714,2,69,9.571342354030774,10,50,2000,0.pixels,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
1,0.04182710258028945,33.20125418892232,1.6074475749795023,0.060804913671746647,0.42355837916752714,2,69,9.571342354030774,10,50,2000,0.pixels,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
2,0.04735545523543477,30.218712662958353,1.4386765531252408,0.060804913671746647,0.42355837916752714,2,69,9.571342354030774,10,50,2000,0.pixels,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
3,0.0553206766336784,26.146949441090335,1.3184671131418058,0.060804913671746647,0.42355837916752714,2,69,9.571342354030774,10,50,2000,0.pixels,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
4,0.05525771773600444,28.019532541993247,1.411374086595538,0.060804913671746647,0.42355837916752714,2,69,9.571342354030774,10,50,2000,0.pixels,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
5,0.07795192357135103,20.50092353378893,1.1907281467437356,0.060804913671746647,0.42355837916752714,2,69,9.571342354030774,10,50,2000,0.pixels,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
6,0.05563804618929849,26.84810444082165,1.3323832496387533,0.060804913671746647,0.42355837916752714,2,69,9.571342354030774,10,50,2000,0.pixels,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
7,0.07254859897277442,23.401454339694542,1.2212079535507925,0.060804913671746647,0.42355837916752714,2,69,9.571342354030774,10,50,2000,0.pixels,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
8,0.08386678489446121,19.70863983480763,1.1992060008182444,0.060804913671746647,0.42355837916752714,2,69,9.571342354030774,10,50,2000,0.pixels,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
9,0.0691898922856258,22.88767313144172,1.1323960003646907,0.060804913671746647,0.42355837916752714,2,69,9.571342354030774,10,50,2000,0.pixels,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
0,0.03900402990890935,36.772007210405505,1.5119354252570059,0.039690707303195745,0.14947350597584608,1,372,283.58650434891496,10,50,2000,1.VOneBlock.Noise,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
1,0.04165372701343168,35.74034162056095,1.4450212726037777,0.039690707303195745,0.14947350597584608,1,372,283.58650434891496,10,50,2000,1.VOneBlock.Noise,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
2,0.03769580345831508,36.75833979542647,1.4976195966491959,0.039690707303195745,0.14947350597584608,1,372,283.58650434891496,10,50,2000,1.VOneBlock.Noise,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
3,0.04266916147279595,35.07168218135639,1.4834902990899528,0.039690707303195745,0.14947350597584608,1,372,283.58650434891496,10,50,2000,1.VOneBlock.Noise,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
4,0.039181401621753424,36.516638789306505,1.5707174231101002,0.039690707303195745,0.14947350597584608,1,372,283.58650434891496,10,50,2000,1.VOneBlock.Noise,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
5,0.03891846072646696,35.838341489591215,1.4598498933826667,0.039690707303195745,0.14947350597584608,1,372,283.58650434891496,10,50,2000,1.VOneBlock.Noise,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
6,0.04120760178801114,35.911079184474396,1.5027362865958502,0.039690707303195745,0.14947350597584608,1,372,283.58650434891496,10,50,2000,1.VOneBlock.Noise,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
7,0.04023487855359276,35.58360051124263,1.4719202177630386,0.039690707303195745,0.14947350597584608,1,372,283.58650434891496,10,50,2000,1.VOneBlock.Noise,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
8,0.037053602679863094,36.724872074737355,1.4964816819110824,0.039690707303195745,0.14947350597584608,1,372,283.58650434891496,10,50,2000,1.VOneBlock.Noise,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
9,0.03998142391291563,35.812319623468525,1.5477197918953132,0.039690707303195745,0.14947350597584608,1,372,283.58650434891496,10,50,2000,1.VOneBlock.Noise,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
0,0.03874803261184567,36.76203744805412,1.5257196490439127,0.03982774507896921,0.14202572974557895,1,369,310.5854943036089,10,50,2000,2.block1,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
1,0.042739715746936205,35.20297494195195,1.4177471807966429,0.03982774507896921,0.14202572974557895,1,369,310.5854943036089,10,50,2000,2.block1,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
2,0.03795591948431183,36.507960057619016,1.4912772174825228,0.03982774507896921,0.14202572974557895,1,369,310.5854943036089,10,50,2000,2.block1,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
3,0.04087221401006451,35.98491183545157,1.521827166326166,0.03982774507896921,0.14202572974557895,1,369,310.5854943036089,10,50,2000,2.block1,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
4,0.04096047388031358,35.85670410229493,1.5068032664071103,0.03982774507896921,0.14202572974557895,1,369,310.5854943036089,10,50,2000,2.block1,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
5,0.03703744030257265,36.890188134000354,1.5104370397703366,0.03982774507896921,0.14202572974557895,1,369,310.5854943036089,10,50,2000,2.block1,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
6,0.04416601774047724,34.635711474924236,1.4338415011464094,0.03982774507896921,0.14202572974557895,1,369,310.5854943036089,10,50,2000,2.block1,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
7,0.04051816291375348,35.45004154328035,1.461683662092862,0.03982774507896921,0.14202572974557895,1,369,310.5854943036089,10,50,2000,2.block1,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
8,0.03675284482005962,36.916653960125274,1.5041246984417416,0.03982774507896921,0.14202572974557895,1,369,310.5854943036089,10,50,2000,2.block1,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
9,0.039810820486690116,35.94582616557761,1.5481383400115807,0.03982774507896921,0.14202572974557895,1,369,310.5854943036089,10,50,2000,2.block1,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
0,0.05582144164500624,28.468467617063947,1.2119640431343957,0.046706736841137096,0.2603952072074255,1,293,177.2920068986051,10,50,2000,3.block2,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
1,0.051085508423919235,31.116935458797357,1.2803712355656918,0.046706736841137096,0.2603952072074255,1,293,177.2920068986051,10,50,2000,3.block2,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
2,0.04750776232653998,32.854666223613584,1.3554829047099823,0.046706736841137096,0.2603952072074255,1,293,177.2920068986051,10,50,2000,3.block2,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
3,0.03829288234008038,36.24080463415357,1.5165222883419063,0.046706736841137096,0.2603952072074255,1,293,177.2920068986051,10,50,2000,3.block2,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
4,0.04588707047448045,31.731015730810125,1.3459384411552744,0.046706736841137096,0.2603952072074255,1,293,177.2920068986051,10,50,2000,3.block2,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
5,0.03878711617361181,36.08716164298087,1.471452763387392,0.046706736841137096,0.2603952072074255,1,293,177.2920068986051,10,50,2000,3.block2,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
6,0.04774291203294488,31.97969877125189,1.311817102004119,0.046706736841137096,0.2603952072074255,1,293,177.2920068986051,10,50,2000,3.block2,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
7,0.048818811609852665,31.825290052138005,1.3038409838498843,0.046706736841137096,0.2603952072074255,1,293,177.2920068986051,10,50,2000,3.block2,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
8,0.04580407398496395,32.72043937772573,1.392912028367838,0.046706736841137096,0.2603952072074255,1,293,177.2920068986051,10,50,2000,3.block2,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
9,0.05372602600443383,30.2811241437603,1.2762070043577338,0.046706736841137096,0.2603952072074255,1,293,177.2920068986051,10,50,2000,3.block2,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
0,0.0730909108348353,24.2057363595504,1.0964292303621435,0.05191884549962762,0.23068404596059205,1,295,166.37518304942745,10,50,2000,4.block3,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
1,0.05029109309808365,31.533738317969988,1.3339531077832358,0.05191884549962762,0.23068404596059205,1,295,166.37518304942745,10,50,2000,4.block3,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
2,0.04245103878907468,34.332636662060715,1.4027937960402037,0.05191884549962762,0.23068404596059205,1,295,166.37518304942745,10,50,2000,4.block3,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
3,0.04613414515070761,33.104541741794066,1.4091650963668587,0.05191884549962762,0.23068404596059205,1,295,166.37518304942745,10,50,2000,4.block3,1,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
